id,behavior
597,MB_INTERIOR_DEEP_WATER
598,MB_NORMAL
599,MB_NORMAL
600,MB_OCEAN_WATER
601,MB_NORMAL
602,MB_NORMAL
603,MB_BRIDGE_OVER_POND_MED
604,MB_SAND
605,MB_INTERIOR_DEEP_WATER
606,MB_INTERIOR_DEEP_WATER
607,MB_INTERIOR_DEEP_WATER
608,MB_BRIDGE_OVER_POND_MED
609,MB_NORMAL
610,MB_NORMAL
611,MB_NORMAL
612,MB_SHALLOW_WATER
613,MB_NORMAL
614,MB_NORMAL
615,MB_NORMAL
616,MB_POND_WATER
617,MB_POND_WATER
618,MB_NORMAL
619,MB_JUMP_SOUTH
620,MB_NORMAL
621,MB_NORMAL
622,MB_NORMAL
623,MB_NORMAL
624,MB_NORMAL
625,MB_NORMAL
626,MB_NORMAL
627,MB_NORMAL
628,MB_NORMAL
629,MB_NORMAL
630,MB_NORMAL
631,MB_NORMAL
632,MB_NORMAL
633,MB_JUMP_SOUTH
634,MB_NORMAL
635,MB_NORMAL
636,MB_NORMAL
637,MB_NORMAL
638,MB_INTERIOR_DEEP_WATER
639,MB_NORMAL
640,MB_NORMAL
641,MB_NORMAL
642,MB_NORMAL
643,MB_NORMAL
644,MB_NORMAL
645,MB_NORMAL
646,MB_NORMAL
647,MB_NORMAL
648,MB_NORMAL
649,MB_NORMAL
650,MB_NORMAL
651,MB_NORMAL
652,MB_NORMAL
653,MB_NORMAL
654,MB_NORMAL
655,MB_NORMAL
656,MB_TALL_GRASS
657,MB_NORMAL
658,MB_NORMAL
659,MB_NORMAL
660,MB_NORMAL
661,MB_NORMAL
662,MB_NORMAL
663,MB_NORMAL
664,MB_NORMAL
665,MB_NORMAL
666,MB_NORMAL
667,MB_NORMAL
668,MB_NORMAL
669,MB_NORMAL
670,MB_NORMAL
671,MB_NORMAL
672,MB_NORMAL
673,MB_NORMAL
674,MB_NORMAL
675,MB_NORMAL
676,MB_NORMAL
677,MB_NORMAL
678,MB_NORMAL
679,MB_NORMAL
680,MB_NORMAL
681,MB_NORMAL
682,MB_NORMAL
683,MB_NORMAL
684,MB_NORMAL
685,MB_NORMAL
686,MB_NORMAL
687,MB_NORMAL
688,MB_NORMAL
689,MB_NORMAL
690,MB_NORMAL
691,MB_NORMAL
692,MB_NORMAL
693,MB_NORMAL
694,MB_NORMAL
695,MB_NORMAL
696,MB_NORMAL
697,MB_NORMAL
698,MB_NORMAL
699,MB_NORMAL
700,MB_NORMAL
701,MB_NORMAL
702,MB_NORMAL
703,MB_NORMAL
704,MB_NORMAL
705,MB_NORMAL
706,MB_NORMAL
707,MB_NORMAL
708,MB_NORMAL
709,MB_NORMAL
710,MB_NORMAL
711,MB_NORMAL
712,MB_NORMAL
713,MB_NORMAL
